Route_ID,Starting_Point,Ending_Point,Intermediate_Stops,Distance,Estimated_Travel_Time,Type_of_Transportation,Frequency_of_Service,Time_Schedule,Days_of_Operation,Special_Schedules
R4228,New Roberta,Port Matthew,"['Dalefort', 'Collinsstad', 'West Danielleborough', 'Lake Rachel']",5.274070902365409,29,tram,4,11:52:34,Weekends,
R4229,South Aaron,Donaldport,['Michaelburgh'],16.884538938036485,42,bus,4,18:41:03,Weekdays,
R4230,West Jasonmouth,Port Joshuamouth,['West Dawnfurt'],15.62006960598049,19,subway,5,22:46:25,Weekends,
R4231,Wilsonport,North Juliaside,['Lisaport'],8.659167107637618,18,bus,4,17:47:37,Weekdays,
R4232,New David,Christopherside,"['Randallport', 'Amandaville']",14.411795468560237,48,tram,4,19:50:24,Weekdays,
R4233,New Jennifertown,Lake Amber,['New Jorgemouth'],16.256086491774496,43,subway,2,13:25:40,Weekends,Old pattern agreement herself success.
R4234,Lake Amyview,Nunezside,"['Sarahfurt', 'Gutierrezshire', 'Andreaport', 'Thomashaven']",15.127659753268578,48,bus,5,17:59:02,Weekends,
R4235,West Micheleland,East Haley,"['Travisfort', 'North Valerie']",9.043845178236547,53,tram,4,18:51:04,Weekdays,
R4236,South April,Jasonborough,"['New Lisa', 'South Davidhaven', 'West Madisonport']",6.61495677376017,27,tram,1,21:30:22,Weekdays,
R4237,Ingramview,East Rose,"['New Kelly', 'Port Markport', 'Cainmouth', 'South David']",16.766206772879027,39,bus,2,13:14:12,Weekdays,Relationship sea attack just civil discover career at.
R4238,Lake Anne,Taylormouth,['Ericside'],17.2131100510438,54,subway,5,11:45:56,Weekends,Positive under her material form.
R4239,Port Jamesland,North Trevor,"['Matthewsshire', 'Pamelamouth', 'West Audrey', 'North Mary']",8.354020376464184,35,bus,4,02:31:36,Weekdays,
R4240,Lake Emma,Nicholaschester,"['Lake Anneton', 'Wyattfurt', 'Cassandrahaven']",15.306285742644349,49,bus,2,18:36:07,Weekends,Especially indeed candidate popular owner.
R4241,Lake Rebecca,West Bonnieborough,"['Lake Mariofort', 'Tiffanyside', 'East Leslieville']",9.088034488425233,60,subway,1,14:10:01,Weekdays,
R4242,Smithmouth,Port Elizabethshire,"['Stevensonburgh', 'Amymouth', 'Nelsonstad', 'Sanchezland']",19.54525834378662,44,tram,4,14:07:45,Weekends,
R4243,West Jamesburgh,Angelaville,"['North Vicki', 'Stevensfort', 'North Jessicaborough', 'North Kaitlyn', 'Vasquezchester']",9.364279744951642,28,subway,4,07:00:01,Weekdays,Policy senior new ten outside.
R4244,South Jasonport,Hillville,"['Lake Christopherfort', 'East Lynnland']",13.83858299855401,23,tram,2,06:45:19,Weekends,
R4245,Tonyaland,Schroederfort,['Leslieshire'],19.018918565444576,37,subway,2,06:13:14,Weekdays,Reduce security control might wear return.
R4246,West Kyliechester,East Holly,"['Ericborough', 'Port Alexandramouth']",14.038943941992017,51,tram,2,17:00:00,Weekdays,According Democrat our throw product.
R4247,New Kevin,Port Ronald,['Christymouth'],18.291414807733318,38,subway,4,10:17:28,Weekends,
R4248,Taylorberg,Harrychester,"['Cameronchester', 'Jacobbury', 'North Sethton', 'Fosterland', 'South Matthewville']",13.572683256466313,28,bus,1,11:53:17,Weekends,Religious whole type feeling be degree professor employee.
R4249,West Kathleenport,New Troyside,['Tranchester'],6.415916288770549,28,subway,1,08:06:52,Weekends,
R4250,East Jennifer,Port Aaron,"['Allenville', 'Joshualand', 'East Loritown']",17.85366167877323,50,tram,4,04:54:58,Weekends,Interview he certain interesting despite.
R4251,North Melissamouth,South Nicholasmouth,"['South Anthonyville', 'Lake David', 'Leeville', 'Ayalahaven']",13.031126369928666,42,subway,5,18:00:34,Weekends,National industry really theory drive him.
R4252,Rebeccaland,Davischester,"['Port Anna', 'South Jermaine', 'Amyside']",12.880295298053493,42,tram,2,16:03:02,Weekdays,Weight break its reason discover Democrat then.
R4253,Gonzalezside,Port Dylan,"['Cochranville', 'Tylermouth', 'Keithview', 'East Cynthiamouth', 'Port Kimberly']",13.715313790041987,57,subway,2,20:43:03,Weekends,
R4254,Anitabury,West David,['East Robertton'],16.652169808941828,44,tram,5,08:49:53,Weekdays,Region front form appear.
R4255,Freyview,Carrillochester,"['Rosston', 'Hansenfurt', 'Gregoryhaven', 'East Kristen']",8.053935853748015,26,tram,4,21:36:32,Weekdays,Include discussion skin pressure course option simply.
R4256,Starkbury,South Keith,"['West Katherine', 'South Samuelchester', 'Port Anthonyburgh', 'Johnsonton', 'Riceland']",18.542513849117796,34,bus,3,13:27:58,Weekends,Mission career compare personal house.
R4257,West Jasmine,South Karenbury,"['North Stephanie', 'Dunnfort', 'Matthewside']",16.428961419310564,36,tram,2,04:22:49,Weekends,Often president our wind last force.
R4258,Erinstad,Mariomouth,"['Danielberg', 'Popeview']",8.582914133725463,26,bus,2,09:01:51,Weekdays,Reason food one small often road.
R4259,Gallowayburgh,North Barry,"['Chelseafort', 'Mortonmouth', 'North Katelyn']",10.496908219142636,42,bus,2,09:40:16,Weekdays,Close positive account or nor.
R4260,North Michele,South Daniellefort,['Josephborough'],5.64334434175751,55,subway,1,15:43:24,Weekends,Learn individual condition will economic month.
R4261,New Sandrahaven,South Donnashire,"['Zimmermanburgh', 'Lucasstad', 'East Oscarside', 'Hallshire', 'Lake Julie']",14.312108083817874,59,tram,1,08:19:50,Weekends,
R4262,West Jamesview,Jonesview,"['New Jerry', 'Sierrahaven', 'West Susanbury', 'North Reginald']",14.599523120475535,35,bus,2,17:46:47,Weekdays,
R4263,North Michael,Gonzalezmouth,"['Lake Mackenzie', 'Georgeville', 'East Justinburgh', 'Port Daniel', 'Washingtonfurt']",14.474991656599686,42,bus,3,13:57:08,Weekends,
R4264,Holmeston,East Nathan,"['East Luke', 'Munozchester', 'Tammyfurt', 'Gibsonville']",11.07308131398312,44,subway,3,20:53:30,Weekends,Performance church use.
R4265,Samanthafurt,Hardyville,"['South Angela', 'South Anthony', 'Boydborough']",19.087497096191207,55,subway,5,10:17:04,Weekends,
R4266,Phillipsport,Davidmouth,"['Coxshire', 'Hayesstad', 'Hughesstad']",6.0960540482270265,45,bus,3,14:29:09,Weekdays,Behavior unit audience energy rate nothing store.
R4267,Davidmouth,North Christinestad,"['Ninachester', 'Castrotown', 'New Johnview', 'South Phyllis', 'East Madison']",12.635918889145307,32,bus,3,11:58:08,Weekends,
R4268,West Joseshire,East Megan,"['Sullivanfurt', 'Michealside', 'New Benjaminfort', 'Davidmouth', 'Lake Jenniferborough']",9.009614146148007,59,bus,3,13:11:34,Weekends,Significant travel mouth physical green.
R4269,North Chadside,Lucasport,"['Jacksonmouth', 'Jenniferstad', 'Bradfordside', 'New Gregory']",18.84097722971363,21,subway,4,17:45:32,Weekdays,
R4270,Port Justinburgh,West Dennis,"['Sanchezland', 'Shanemouth', 'Lake Stephen']",12.137191970297524,60,subway,4,03:41:22,Weekends,
R4271,Jacksonbury,Nelsonchester,"['Christopherfurt', 'West Janet', 'New Coltonborough', 'Herreraview', 'West Robert']",16.869555696461664,34,bus,3,18:15:17,Weekdays,Fine defense between.
R4272,Crawfordmouth,Katherinemouth,"['North Brian', 'Hallburgh', 'Mitchellberg']",17.520765121496908,56,tram,2,23:59:26,Weekends,Pm building give skin reveal perform need.
R4273,Tracyshire,Petersonhaven,"['Isaiahbury', 'Lake Billy', 'East Roger', 'Jacksonfurt']",8.43766435207168,54,subway,4,08:16:48,Weekdays,Suddenly world thought system debate window.
R4274,Phillipshaven,North Davidborough,"['Port Brandy', 'Amandaton', 'South Kimberlyville', 'New Linda']",7.562210662860295,27,subway,2,21:31:19,Weekdays,Professor his poor movement myself.
R4275,Amandafort,West Ethan,"['Greenemouth', 'East Coreyside', 'Wendyhaven', 'Thorntonport', 'Erinside']",7.287553483875744,27,tram,3,15:13:47,Weekdays,
R4276,Lindseyside,New Gregory,['Williamsmouth'],9.451641095156983,46,bus,2,05:20:47,Weekdays,
R4277,Hudsonton,East Christian,"['Reidton', 'Sethfurt', 'Lake Jill', 'Port Sarah', 'East Amyville']",16.997796031882217,57,tram,4,23:49:57,Weekends,Card white long control.
R4278,Vanceland,Allisonton,"['Rachelside', 'New Sharonfort', 'Port Marcchester']",18.59321830612263,49,tram,4,07:46:24,Weekdays,
R4279,Port Krystalberg,Johnstonburgh,['Armstrongbury'],15.75682223626702,19,bus,1,04:10:19,Weekdays,
R4280,Donnafort,Whiteville,"['Nealhaven', 'Monicaside']",17.69844391441638,26,tram,4,09:35:21,Weekdays,
R4281,East Rita,North Davidmouth,['Maxmouth'],11.740844840939722,35,subway,2,22:18:36,Weekdays,
R4282,New Carolfort,East Danielle,"['East Jamesville', 'South Johnnyfort', 'Michaelchester', 'Lake Thomas', 'Lake Jacobport']",14.317344375391189,48,subway,2,08:26:59,Weekends,Question people turn each own.
R4283,Stuartfort,West Aimee,"['South Marystad', 'Port Brendaview', 'North Douglas']",16.71007722775082,40,subway,5,04:54:25,Weekends,Address if season professional.
R4284,South Vickieport,Patriciaton,"['Millershire', 'East Mollyview', 'Larrytown']",17.165241540503892,20,tram,3,20:38:12,Weekends,Threat with matter month call.
R4285,Greenview,Kristinaberg,"['Graystad', 'New Michael']",5.258112541261626,22,tram,1,05:02:27,Weekdays,List career house region on among state.
R4286,Kristinbury,Fischerfurt,"['Reedbury', 'Danielburgh', 'South Judy', 'Bethstad']",5.8058059082344835,54,tram,5,08:55:49,Weekdays,
R4287,South Ricky,Port Kellyside,"['South Katherine', 'Douglasborough']",9.746642856413736,28,tram,1,15:45:29,Weekdays,
R4288,Jeffreytown,Jessicaton,"['Kathyside', 'Paynestad', 'Howardhaven']",14.13256874729479,19,tram,5,22:23:18,Weekdays,Debate account court court huge them.
R4289,Merrittview,South Danielchester,"['Brendaburgh', 'New Michaelland', 'Russellport']",12.358485601254248,55,bus,1,04:36:58,Weekends,
R4290,Haileyville,New Stephanie,"['Kimberlystad', 'West Erikmouth', 'North Isaiahton', 'Noahtown', 'Michaelside']",18.458968733081946,33,tram,3,08:24:59,Weekdays,
R4291,North Tracy,Reneeburgh,"['Reidton', 'Anthonybury', 'West Jamesburgh', 'Kevinport', 'New Linda']",16.53673111462746,53,subway,1,01:05:21,Weekdays,
R4292,Mendezton,South Jonathan,"['Powellchester', 'Johnsonfort', 'West David']",7.405271364448385,51,tram,2,01:44:08,Weekends,Main bill participant charge indeed somebody ok pressure.
R4293,West Aliciaview,East Gary,['East Robertmouth'],15.257473996107096,22,subway,2,17:17:57,Weekdays,Next minute himself.
R4294,Port Lisaport,Williamland,"['Victoriaview', 'West Eric', 'Valdezshire', 'Kathleenborough']",18.074718183749084,23,tram,4,15:26:05,Weekdays,Simple garden relationship example our dog goal nature.
R4295,Lake Katelynmouth,Chenbury,"['Mooreborough', 'Lake Suzanne', 'New Thomashaven', 'Cherylfurt', 'Port Anthony']",8.410513900128137,36,subway,4,17:56:36,Weekends,Feeling into white store name particular away.
R4296,New Pamelaport,East Robertside,"['Watsonview', 'Port Suzanne', 'West Laura']",17.230140860605225,19,subway,2,04:55:15,Weekdays,Indeed animal general now soon.
R4297,Grayshire,Carlland,"['Greenview', 'New Keithland', 'New Lisa']",6.842015977608851,52,tram,1,23:10:06,Weekdays,Star bill growth prevent its guess across.
R4298,Emilyfurt,North Kristinaville,"['Gibsonburgh', 'Paulaton', 'Port Scott']",15.31612336387325,29,tram,5,21:51:34,Weekends,Buy believe any argue long perhaps book.
R4299,East Scott,Scottfurt,"['North Jenniferhaven', 'Kimport', 'South William']",7.036472878298747,17,bus,4,22:48:18,Weekends,Spend get same culture huge than.
R4300,West Kevin,East Johnland,['Woodburgh'],13.046594085369259,49,subway,2,00:40:55,Weekends,Yourself detail bill explain goal walk evening.
R4301,East Aprilview,Mariafurt,"['Thomasstad', 'Lake Louiston']",8.619495417769006,39,bus,2,21:32:39,Weekends,
R4302,South Kimberlymouth,Lake Robin,['Port Kristina'],9.622524171867122,39,subway,3,07:01:38,Weekends,Minute difficult list before media reflect.
R4303,North Jasonfort,West Christina,"['Miguelberg', 'Rosaleshaven', 'South Karibury', 'Ashleyborough']",5.207195469004853,46,bus,4,14:22:07,Weekends,
R4304,Gutierrezhaven,New Michaelchester,"['Port Davidchester', 'Deborahchester', 'West Christinafort', 'Port Meghanburgh']",5.8942321384823515,49,bus,1,14:49:07,Weekdays,
R4305,Perezmouth,North Erikbury,"['East Rachael', 'Juanborough']",5.394998782770014,51,bus,5,06:28:41,Weekdays,Wrong big series land race best.
R4306,North Kristi,South Davidberg,"['Lake Erin', 'Lake Cindy', 'Webermouth', 'New Brittany', 'Johnsonburgh']",15.926347173101442,16,bus,1,04:52:36,Weekends,Peace color skin leg exactly.
R4307,Port Amber,West Laura,['Kristinland'],10.444467163457169,35,bus,1,06:01:56,Weekends,
R4308,South Oscar,North Amberport,"['New Laurastad', 'Kyleview', 'North Robertmouth']",6.93353546545863,25,subway,1,18:43:25,Weekdays,Will court table pattern always.
R4309,Lake Lisaborough,Smithshire,"['Hernandezmouth', 'Thomasview', 'South John', 'Meyershaven']",10.509920911059265,19,tram,2,19:22:28,Weekdays,
R4310,Velezshire,Davidtown,['Travistown'],15.06572808980136,50,subway,1,16:31:22,Weekends,Recognize produce degree employee soon range way.
R4311,Howardberg,North Jon,"['North Kevin', 'Codyview', 'Mcgrathmouth', 'Lake Debra']",5.405524568999166,46,subway,4,03:27:24,Weekends,Eight Republican young simple boy yet.
R4312,Hollyview,East Tina,"['North Petermouth', 'Jasonmouth']",14.563210181609838,44,bus,3,05:17:04,Weekdays,
R4313,Hillchester,New Jameshaven,"['Kingstad', 'Port Terri', 'North Kelly']",15.15392251826508,48,tram,5,05:53:48,Weekends,Security economy debate give walk.
R4314,Stewarthaven,Amandatown,"['Port James', 'Port Jenniferberg', 'Steventon', 'East James']",5.36446622567418,42,bus,2,13:22:15,Weekends,
R4315,Lake Erik,South Richardbury,"['Port Johnville', 'Braunberg']",19.3877875122051,31,subway,4,07:49:24,Weekdays,Money coach evening style appear.
R4316,Perezborough,Lake Rachel,"['South Joshuaview', 'Ramirezbury', 'Fishermouth']",14.218903867319334,38,subway,4,09:50:09,Weekdays,Popular particularly without change human cover official.
R4317,Johnsonstad,Lake Robertmouth,"['South Rachelside', 'South Alison', 'Horntown', 'East Kelli', 'East Jenniferberg']",19.83877881808208,50,tram,2,08:27:42,Weekdays,
R4318,Brownview,South Pamela,['Raymondbury'],17.11194477394373,43,bus,3,12:47:35,Weekends,
R4319,West Gerald,Murrayport,"['Port Kentstad', 'Port Brandyside']",16.53004537958127,28,tram,4,03:07:37,Weekdays,Job yourself finish suffer rather officer.
R4320,Jeffreyfort,Wellsberg,"['Obrienmouth', 'Smithland', 'New Christinaview']",13.017134517911712,57,bus,4,00:39:48,Weekdays,
R4321,South Adrianstad,Chandlerberg,"['Anitachester', 'Hendersonfort', 'West Andrewview']",6.25122627195099,15,subway,2,13:16:25,Weekends,Month his court discussion center.
R4322,Lake Ryanfurt,Lake Aaron,['Christinashire'],15.763496063643824,38,tram,3,15:11:04,Weekends,
R4323,Greeneborough,West Timothy,"['Robertview', 'Karenstad', 'New Bethany']",13.588099388147459,26,bus,4,08:00:12,Weekdays,Back thousand establish ten.
R4324,Davidville,New Jennifer,['West Kimberly'],13.713516034252734,20,bus,1,06:04:12,Weekdays,A scene without.
R4325,Mcdonaldstad,Brittneychester,"['Pamelamouth', 'Carolinetown', 'West Calvinside']",14.36170374133143,21,tram,1,19:02:46,Weekdays,Management weight beyond protect I.
R4326,West Michealside,Morrisshire,"['South David', 'Baileyside', 'Debraport', 'Stephenburgh', 'East Melissabury']",7.385894486226955,36,bus,5,08:47:53,Weekdays,
R4327,Dianamouth,Port Jeffreymouth,"['New Tonya', 'East Nicoleside', 'Barryton', 'North Lauren', 'Williambury']",15.421146517823068,25,bus,2,14:18:25,Weekends,
R4328,New Jessicatown,West Aaronshire,"['New Williamstad', 'New Anthony', 'Lake Christophertown', 'West Tanyahaven']",13.107653539618699,52,subway,4,16:08:01,Weekends,Team enter similar ask girl.
R4329,New Danaview,South Lawrence,"['Anneton', 'West Mariaside', 'Johnton', 'South Andrea', 'Lake Kennethshire']",15.577211489284778,36,subway,2,19:23:41,Weekends,
R4330,Lake Brittanyshire,Henryview,['Beverlymouth'],18.7847866047089,15,tram,4,07:58:24,Weekends,Music beat upon approach participant anything.
R4331,New Ashley,Wrightmouth,"['East Mariah', 'Dustinland', 'Lake Jonathan']",15.014928833455286,50,bus,4,16:08:13,Weekdays,
R4332,Pattonfurt,East Christineberg,"['Lake Carolynmouth', 'Brittanymouth', 'Douglasview']",6.1042922626550435,58,subway,2,14:49:11,Weekends,Social eat reach carry job.
R4333,North Briannatown,Edwardsland,"['Mossview', 'Cindyberg', 'New Benjamin', 'New Michael']",9.758507878916191,32,subway,2,01:11:16,Weekends,Animal analysis movement protect.
R4334,East Renee,Kingview,"['North Stephaniemouth', 'Hollowayhaven', 'Davidberg', 'Jamesfurt']",19.445644759281095,37,subway,1,15:37:50,Weekdays,
R4335,North Joshua,Port Christy,"['Angelaville', 'Buchananhaven', 'Patelburgh', 'Jamesmouth']",12.163698483553592,44,tram,1,03:44:39,Weekdays,
R4336,Hortonmouth,Ashleytown,"['South Matthew', 'Millerfurt', 'Jamesmouth', 'South Philip']",16.046339042206796,24,bus,4,20:17:36,Weekdays,View red meeting west.
R4337,Jacobburgh,South Kimberly,"['South Monica', 'East Joseph', 'Ochoatown', 'South Kennethchester']",13.094985440752545,36,bus,5,21:56:48,Weekdays,Including set data simple decision energy probably democratic.
R4338,North Adamton,Claytonhaven,"['North Craigview', 'East Eric', 'South Erin', 'West Austinhaven', 'Angelicamouth']",12.305436810686572,15,subway,4,04:51:03,Weekends,Trade dinner leg world section size.
R4339,Alexisfort,Gutierrezchester,"['Joshualand', 'Sheltonport', 'Michaelshire', 'Mathewsburgh']",9.007742557207898,31,tram,1,01:19:15,Weekdays,Section sell idea about lawyer walk simply.
R4340,Garcialand,South Daniel,"['Bryantborough', 'Bellfurt', 'East Ericaberg', 'Aaronborough']",5.7794394650606415,33,subway,5,18:02:18,Weekends,
R4341,Johntown,Lake Billy,"['West Kyleport', 'South Matthewborough', 'Toddfort']",19.715477183702447,21,bus,5,21:32:11,Weekends,
R4342,Johnsonhaven,South Sarahchester,"['Carrillohaven', 'Port Christinamouth']",9.270595052791869,23,bus,4,04:50:24,Weekends,Nature near before sign.
R4343,Johnfurt,Leeland,"['North Stephen', 'Port Reginald', 'Lake Christopher', 'Javierfurt', 'Lake Megan']",17.04340147305549,49,tram,5,21:03:40,Weekends,Third bill they star.
R4344,Powellland,Port William,['Port Stephanie'],19.553481125208595,17,tram,3,13:17:39,Weekdays,
R4345,Lauramouth,North Lisa,['Port Ashley'],8.707168995087562,17,bus,1,05:19:56,Weekdays,Ask visit social Republican.
R4346,Port Paulside,Port Zacharybury,"['West Christopher', 'Davidland']",6.147817601237083,29,subway,4,17:17:53,Weekends,Financial participant policy response go factor technology.
R4347,Lake Christinebury,Cindychester,"['Parksside', 'North Caitlin']",19.040869308785297,59,bus,5,17:57:17,Weekdays,
R4348,Moonport,Williamston,"['Harrisport', 'South Jose']",15.445523295889576,45,tram,3,23:29:21,Weekends,Program design follow.
R4349,Port Scott,New Johnmouth,"['Joshuamouth', 'Davisfurt']",9.48631216976576,30,bus,5,06:36:29,Weekends,Outside note year.
R4350,Paulamouth,Lauraborough,"['Bensonbury', 'East Bridgetport', 'North Bradley']",14.28259190654133,36,subway,3,21:42:15,Weekdays,
R4351,Nathanview,West Theresa,['West Kathymouth'],16.9562712321351,28,tram,3,05:30:47,Weekdays,
R4352,Jacksonland,Lake Michaelborough,"['Morristown', 'Summerchester', 'Powellchester']",18.30113584651677,58,subway,4,07:45:17,Weekends,
R4353,Lake Patrick,East Veronicamouth,"['East Eileenhaven', 'New Kathleen']",6.621070081681488,51,tram,4,10:47:03,Weekends,
R4354,Jamesstad,East Susanstad,"['Port Christian', 'Michaelland', 'Moramouth', 'New Susan', 'Lake Andrea']",16.068532561996832,44,bus,1,12:29:18,Weekends,At its main oil however example threat.
R4355,Thomasville,New Jackiefort,"['Port Nancyside', 'West Darrenbury', 'West Johnshire', 'Port Joseph', 'New Autumnburgh']",11.859108439171791,59,bus,2,10:26:50,Weekends,
R4356,South Lisaview,Hernandezhaven,"['Port Gregoryport', 'New Lynntown', 'Jacksonview']",14.346096252130227,44,bus,5,18:30:22,Weekends,
R4357,North Racheltown,Lake Jacob,"['East Vickiefurt', 'North Jaredbury']",6.792251769405115,56,subway,2,07:55:08,Weekdays,
R4358,Campbellfurt,Jenniferview,['New Kendraland'],16.548267279309762,39,bus,3,23:12:22,Weekdays,
R4359,Port Luis,Veronicaburgh,"['Deborahland', 'Jamesborough', 'Mitchellfort', 'East Deborahbury', 'Julieview']",13.980646833749791,20,bus,2,08:06:16,Weekdays,
R4360,East Robert,North Scott,"['West Melissa', 'North Mario', 'South Pedro', 'Port Johnport', 'Derekview']",17.159417523955007,30,tram,2,02:45:03,Weekends,Current sense event whom.
R4361,Sandovalfort,Saraside,"['East Autumn', 'Martinezburgh', 'Christopherton']",15.279354364318449,25,subway,1,08:00:33,Weekdays,
R4362,Monroemouth,Carolstad,"['Port Timothyshire', 'South Donnaport']",17.056078768143532,23,bus,5,06:36:25,Weekends,Program memory bill consumer father.
R4363,Mariachester,East Hannahfurt,"['Christinehaven', 'North Christopher', 'Port Justinborough', 'East Davidborough', 'Meganland']",17.03915428653287,31,bus,5,15:57:51,Weekends,
R4364,Zacharyside,Davisshire,['South Brandi'],10.679802317140158,59,tram,1,16:13:10,Weekdays,Single throughout admit heavy.
R4365,Lake Reginaldfurt,Port Mary,"['Port Victor', 'Joneschester', 'West Steven', 'Lake Kelsey']",15.519723672178927,45,subway,5,05:27:18,Weekdays,
R4366,New Veronicaborough,Youngborough,['Port Edward'],6.382462106695439,22,tram,5,18:30:34,Weekends,True lead less.
R4367,South Angela,South Johnland,['North Anthony'],12.708922447046639,60,tram,5,14:17:27,Weekdays,
R4368,Port Brandonland,South Sarah,"['Joshuamouth', 'Chadstad', 'New Paulmouth']",19.480773054345857,55,tram,1,01:31:52,Weekdays,Career project attention his people should.
R4369,Jessicaside,Douglasburgh,['Graystad'],7.910770807488406,44,bus,2,04:20:42,Weekdays,
R4370,Hallport,Elizabethfort,"['Lake Charlesshire', 'Christopherton', 'Pattersonhaven', 'Lake Daniel', 'Elizabethland']",17.41329231512139,57,subway,1,10:34:23,Weekdays,
R4371,South Erin,East Anthonyhaven,"['Perkinshaven', 'Lake James', 'New Ashleyside', 'East Lauraburgh']",5.1414234637631715,24,bus,5,21:25:48,Weekends,Since civil resource.
R4372,East Herbertchester,South Susan,"['Christophermouth', 'Tylerside']",13.868756458515584,23,subway,4,21:38:45,Weekdays,Agent seem method world including.
R4373,Patelborough,Lake Jamesport,"['Johntown', 'Washingtontown', 'South Ronaldtown']",10.409839100371435,17,bus,5,05:23:38,Weekends,
R4374,North Jonathanville,West Katherine,"['North Linda', 'Andreashire', 'New Crystalberg', 'South Linda']",13.562377623727734,57,subway,3,01:45:37,Weekends,Section owner kitchen scene family democratic.
R4375,Port Tiffanyburgh,East Richard,"['Harperhaven', 'North Victoriamouth', 'Robertshaven', 'North David']",6.890462973317578,37,tram,2,22:50:50,Weekends,Suggest line too.
R4376,West Spencer,Williamborough,"['Jamieberg', 'New Edwardshire', 'Port Jessica']",16.753101377217572,22,tram,5,11:58:52,Weekdays,Carry contain manage want.
R4377,Port Bobby,West Jefferystad,"['South Alexandria', 'Lake Theresaside']",12.64801834344946,53,bus,1,04:26:39,Weekends,Money spring policy itself yes close.
R4378,Port Christianberg,Lake Kimberlymouth,['New Tammyton'],9.163924092586313,16,subway,3,02:30:34,Weekends,
R4379,East Crystal,East Jasonbury,"['Maciaschester', 'West Angela', 'West Nancybury', 'West Debbieview']",18.694830398590547,39,subway,3,01:05:05,Weekdays,Tend tough expert indeed wall inside sister.
R4380,Mercermouth,Wrightbury,"['Huffmanview', 'Emilystad', 'Lake Brandonmouth', 'New Andreatown']",17.799424832265654,32,bus,5,05:37:41,Weekdays,
R4381,Williamsbury,Sandramouth,"['North Brenda', 'Floydborough', 'East David', 'Danielburgh']",8.457159700976424,56,bus,1,12:02:19,Weekends,Ever minute particularly might strong.
R4382,Mendozachester,Dennistown,['South Marioport'],16.839216983212893,55,tram,4,13:57:04,Weekends,Affect break analysis onto easy visit bit.
R4383,New William,North John,"['Lake John', 'Lake Lauraville', 'Port Johnhaven', 'New Todd']",9.336984061423543,59,subway,5,21:13:02,Weekends,
R4384,Elizabethside,Cathyton,"['Amyland', 'Riverastad', 'New Alexis', 'Stevenview', 'Lake Jonathon']",11.482225829601845,31,subway,1,11:48:43,Weekdays,
R4385,South Travis,New Kevinton,"['Lake Tylerstad', 'Suzannestad', 'Lake Jordan', 'North Christophertown']",14.90820073584998,26,tram,4,07:38:49,Weekdays,Pretty bad will late at visit involve.
R4386,South Ericport,West Wendy,"['West Cassandrabury', 'New Donaldberg', 'Garciaside', 'Donnahaven', 'Nicoleside']",17.404893249748113,34,tram,4,04:09:14,Weekdays,
R4387,Port Erika,East James,"['Maryside', 'Whitneyhaven', 'Phillipsmouth', 'East Richardchester', 'Yorkville']",16.86079515339631,40,subway,4,14:35:10,Weekdays,
R4388,North Jessica,Gonzalezview,"['East Kristenton', 'New Kimberly', 'Adamsborough', 'North Joseph']",15.269517010764632,25,subway,1,08:32:48,Weekdays,Company focus answer.
R4389,West Brendabury,Port Jamesburgh,"['New Anthonyview', 'West Jamiebury']",6.8067121235814945,60,bus,2,10:26:52,Weekends,
R4390,East Robertton,North Ashley,"['Lanestad', 'North Natalie', 'Richardsonchester', 'Hughesburgh', 'East Robertside']",5.7989218736187675,59,subway,4,05:42:55,Weekends,
R4391,Tylerberg,Timothybury,"['Sandersmouth', 'South Stephenton', 'Port Debraburgh', 'New Jose', 'West Ian']",11.831324380963993,31,bus,2,20:44:56,Weekdays,Plan sort couple baby cup commercial.
R4392,West Heatherview,Davidport,"['Jimenezside', 'Thompsonport', 'Port Joshua', 'Cruzview', 'Wolfeberg']",15.068196617152786,19,bus,1,22:00:18,Weekdays,
R4393,Jameshaven,Levinefurt,"['Port Davidbury', 'South Amandaview', 'West Robertburgh']",6.522917687222921,58,subway,3,15:14:51,Weekdays,Add difference continue ahead.
R4394,North Jeffrey,East Eric,['Jeremyside'],14.845434276281017,57,bus,2,14:05:26,Weekends,
R4395,Andreafurt,West Gregory,"['Doyleport', 'Peterport', 'Campbellburgh']",8.349051099779427,56,subway,4,00:05:50,Weekends,While vote boy break concern step soldier.
R4396,Port Robert,Millermouth,['Clinefurt'],10.09964002850757,51,subway,4,14:22:31,Weekdays,If thought policy happen.
R4397,Reynoldstown,Jameston,"['Lanceview', 'Theresastad', 'Port Brittany']",12.642840863278101,37,subway,1,08:37:07,Weekdays,
R4398,East Amberside,Petersonfurt,"['Jordanshire', 'Bryantfurt', 'Reedstad']",16.94129691669896,36,tram,2,13:51:40,Weekends,
R4399,Port Johnny,Lake Stacey,"['North Rebecca', 'Calhounchester', 'South Susanstad']",9.854169324643602,40,bus,5,15:38:51,Weekends,
R4400,Waltermouth,Martinezfurt,['Jameschester'],18.73258384913663,19,subway,4,00:46:23,Weekends,Want network then stage student pick edge happy.
R4401,Adamfort,Lake Alyssaton,['Port David'],7.677791843733139,49,bus,5,17:48:52,Weekends,
R4402,Lake Rebeccaburgh,Lewisshire,"['North Brenthaven', 'Robinton', 'North Sarah']",7.975398564785148,43,bus,3,16:09:27,Weekdays,
R4403,Hansonfort,Whiteside,['Albertberg'],14.2101915195965,18,subway,1,07:16:58,Weekends,
